OBR,universal_service_id|id,CWOAWOPWO,EQUAL,OR
OBR,universal_service_id|id,CWWOAPWWO,EQUAL,OR
OBR,universal_service_id|id,ENTEROC,EQUAL,OR
OBR,universal_service_id|id,HRTWWOSM,EQUAL,OR
OBR,universal_service_id|id,PEDABDPEL,EQUAL,OR
OBR,universal_service_id|id,PEDABDPELC,EQUAL,OR
OBR,universal_service_id|id,PEDCHEC,EQUAL,OR
OBR,universal_service_id|id,PEDCHECT,EQUAL,OR
OBR,universal_service_id|id,PEDCHETWNG,EQUAL,OR
OBR,universal_service_id|id,TRABD,EQUAL,OR
OBR,universal_service_id|id,TRABDC,EQUAL,OR
OBR,universal_service_id|id,TRCHABPELW,EQUAL,OR
OBR,universal_service_id|id,TRCHABPEWO,EQUAL,OR
OBR,universal_service_id|id,TRCHE,EQUAL,OR
OBR,universal_service_id|id,TRCHEC,EQUAL,OR
OBR,universal_service_id|id,UTOLI,EQUAL,OR
OBR,universal_service_id|id,XABDLTD,EQUAL,OR
OBR,universal_service_id|id,XABDP,EQUAL,OR
OBR,universal_service_id|id,XABDP1,EQUAL,OR
OBR,universal_service_id|id,XABDP2,EQUAL,OR
OBR,universal_service_id|id,XABDUP,EQUAL,OR
OBR,universal_service_id|id,XABDUP1,EQUAL,OR
OBR,universal_service_id|id,XABDUP2,EQUAL,OR
OBR,universal_service_id|id,XCARZCHE1,EQUAL,OR
OBR,universal_service_id|id,XCHE,EQUAL,OR
OBR,universal_service_id|id,XCHE1,EQUAL,OR
OBR,universal_service_id|id,XCHE2,EQUAL,OR
OBR,universal_service_id|id,XCHEABD,EQUAL,OR
OBR,universal_service_id|id,XCHEABD1,EQUAL,OR
OBR,universal_service_id|id,XCHEABD2,EQUAL,OR
OBR,universal_service_id|id,XCHEABDP,EQUAL,OR
OBR,universal_service_id|id,XCHEABDP1,EQUAL,OR
OBR,universal_service_id|id,XCHENAVBR,EQUAL,OR
OBR,universal_service_id|id,XCHEP,EQUAL,OR
OBR,universal_service_id|id,XCHEP1,EQUAL,OR
OBR,universal_service_id|id,XCHEP2,EQUAL,OR
OBR,universal_service_id|id,XCHESABDP2,EQUAL,OR
OBR,universal_service_id|id,XCHETP,EQUAL,OR
OBR,universal_service_id|id,XCHETRO2,EQUAL,OR
OBR,universal_service_id|id,XCHEXX,EQUAL,OR
OBR,universal_service_id|id,XZABD1,EQUAL,OR
OBR,universal_service_id|id,XZABD2,EQUAL,OR
OBR,universal_service_id|id,XZABP1,EQUAL,OR
OBR,universal_service_id|id,XZABP2,EQUAL,OR
OBR,universal_service_id|id,XZCHE1,EQUAL,OR
OBR,universal_service_id|id,XZCHE2,EQUAL,OR
OBR,universal_service_id|id,XZCHEABD1,EQUAL,OR
OBR,universal_service_id|id,XZCHEABDD1,EQUAL,OR
OBR,universal_service_id|id,XZCHEABDP1,EQUAL,OR
OBR,universal_service_id|id,XZCORCS1,EQUAL,NONE
