OBX.5,obx_observation_value,,
OBX.5.1,obx_observation_value,primary_id,
OBX.5.2,obx_observation_value,data_type,
OBX.5.3,obx_observation_value,data_subtype,
OBX.5.4,obx_observation_value,encoding_scheme,
OBX.5.5,obx_observation_value,data,
AL1.6.1,al1_identification_date,identification_date,
